ligand,receptor,source,target,label
LEFTY1,BMP5,O75610,P22003,1
CGA_FSHB,FSHR,COMPLEX:P01215_P01225,P23945,1
GLS2_SLC17A7,GRIK1,COMPLEX:Q9P2U7_Q9UI32,P39086,1
LAMC2,ITGA3_ITGB1,Q13753,P26006_P05556,1
COL4A1,SDC4,P02462,P31431,1
DUSP18,ITGB1,Q8NEJ0,P05556,1
FGA,ITGA2B,P02671,P08514,1
PLAU,ITGB2,P00749,P05107,1
COL6A3,ITGB1,P12111,P05556,1
IGFBP4,WNT8B,P22692,Q93098,1
FSHB,GPR84,P01225,Q9NQS5,1
CHAT_SLC18A3,CHRM5,COMPLEX:P28329_Q16572,P08912,1
VEGFB,TYRO3,P49765,Q06418,1
GLS_SLC1A2,GRM8,COMPLEX:O94925_P43004,O00222,1
NRTN,GFRA1,Q99748,P56159,1
LAMB3,DAG1,Q13751,Q14118,1
GNAI2,C5AR1,P04899,P21730,1
GAD1_SLC6A1,GABBR1,COMPLEX:P30531_Q99259,Q9UBS5,1
LACRT,SDC1,Q9GZZ8,P18827,1
CHAT_SLC10A4,CHRM5,COMPLEX:P28329_Q96EP9,P08912,1
AGRP,POMC,O00253,P01189,1
ADM,ADRB2,P35318,P07550,1
GAD2_SLC6A6,GABRA4_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
VIP,GPR84,P01282,Q9NQS5,1
LPA,ITGB2,P08519,P05107,1
GAD1_SLC6A6,GABRA1_GABRB2,COMPLEX:P31641_Q99259,NA_NA,1
SEMA3A,NRP1,Q14563,O14786,1
THBS2,ITGB1,P35442,P05556,1
GLS_SLC17A6,GRIK2,COMPLEX:O94925_Q9P2U8,Q13002,1
NRG1,ERBB2_ERBB4,Q02297,P04626_Q15303,1
HLA-E,KLRC1,P13747,P26715,1
BTC,EGFR_ERBB2,P35070,P00533_P04626,1
INHBB,ACVR1C_ACVR2B,P09529,Q8NER5_Q13705,1
SOSTDC1,WNT1,Q6X4U4,P04628,1
IL7,IL7R,P13232,P16871,1
LAMA3,SV2A,Q16787,Q7L0J3,1
COL1A1,ITGAV_ITGB8,P02452,P06756_P26012,1
SSTR2,SHANK1,P30874,Q9Y566,1
ADAM23,ITGA5,O75077,P08648,1
COL5A1,ITGA1,P20908,P56199,1
NOTUM,WNT10A,Q6P988,Q9GZT5,1
IFNL3,IFNL3_IFNLR1_IL10RB,Q8IZI9,Q8IZI9_Q8IU57_Q08334,1
ASRGL1,CCR10,Q7L266,P46092,1
LAMC3,ITGA6,Q9Y6N6,P23229,1
CD58,CD2,P19256,P06729,1
FST,TGFB2,P19883,P61812,1
CXCL5,CXCR2,P42830,P25025,1
SERPINE1,PLAUR,P05121,Q03405,1
TNC,ITGA8_ITGB1,P24821,P53708_P05556,1
LAMC2,SV2B,Q13753,Q7L1I2,1
COL1A1,ITGA5,P02452,P08648,1
CHAT_SLC10A4,CHRNA1_CHRNB1_CHRND_CHRNE,COMPLEX:P28329_Q96EP9,P02708_P11230_Q07001_Q04844,1
ARF1,PLD2,P84077,O14939,1
RSPO4,WNT3,Q2I0M5,P56703,1
SERPINF1,WNT2B,P36955,Q93097,1
DDC,HTR6,COMPLEX:P20711,P50406,1
IGFBP4,WNT1,P22692,P04628,1
IL19,IL20RA_IL20RB,Q9UHD0,Q9UHF4_Q6UXL0,1
WNT5A,RYK,P41221,P34925,1
PPY,NPY1R,P01298,P25929,1
INHBC,ACVR1B,P55103,P36896,1
GLS2_SLC1A6,GRIN1_GRIN2A,COMPLEX:P48664_Q9UI32,NA_NA,1
BMP2,HJV,P12643,Q6ZVN8,1
GAD2_SLC6A8,GABRA1_GABRB2,COMPLEX:P48029_Q05329,NA_NA,1
HLA-E,KLRC1_KLRD1,P13747,P26715_Q13241,1
EFNA5,F8WCM8,P52803,F8WCM8,1
COL1A1,DDR1,P02452,Q08345,1
PORCN,WNT6,Q9H237,Q9Y6F9,1
ZNRF3,FZD8_LRP6,Q9ULT6,Q9H461_O75581,1
SLC18A2_TPH1,HTR2A,COMPLEX:P17752_Q05940,P28223,1
ICAM4,ITGB1,Q14773,P05556,1
NOG,BMP5,Q13253,P22003,1
SFRP4,WNT3A,Q6FHJ7,P56704,1
IFNW1,IFNAR1,P05000,P17181,1
ALDH1A3,CRABP2_RARG_RXRG,COMPLEX:P47895,NA_NA_NA,1
GLS2_SLC1A3,GRIN1_GRIN2D,COMPLEX:P43003_Q9UI32,NA_O15399,1
GDF11,ACVR1B_ACVR2B,O95390,P36896_Q13705,1
CALM3,SCN10A,P0DP25,Q9Y5Y9,1
F2,GP1BA,P00734,P07359,1
GAST,ADGRG1,P01350,Q9Y653,1
PSEN1,NOTCH4,P49768,Q99466,1
IL36A,IL1RAP,Q9UHA7,Q9NPH3,1
NBL1,GDF6,P41271,Q6KF10,1
INS,LRP2,P01308,P98164,1
CCL19,ACKR4,Q99731,Q9NPB9,1
GDF10,ACVR2B,P55107,Q13705,1
NCAN,CDH2,O14594,P19022,1
GDF11,BMPR2,O95390,Q13873,1
L1CAM,ERBB3,P32004,P21860,1
PRL,PRLR,P01236,P16471,1
LAMC2,ITGA7_ITGB1,Q13753,Q13683_P05556,1
GIP,RAMP2,P09681,O60895,1
BMP3,BMPR1B,P12645,O00238,1
GLS_SLC17A6,GRM2,COMPLEX:O94925_Q9P2U8,Q14416,1
NTN3,NEO1,O00634,Q92859,1
CHAT,CHRNA6_CHRNB3_CHRNB4,COMPLEX:P28329,Q15825_Q05901_P30926,1
CD28,CD80,P10747,P33681,1
GCG,RAMP3,P01275,O60896,1
HSD17B1,GPER1,COMPLEX:P14061,Q99527,1
BAMBI,ACVR1B_ACVR2B,Q13145,P36896_Q13705,1
HLA-E,VSIR,P13747,Q9H7M9,1
NRG2,ERBB2,O14511,P04626,1
PLXNA4,SEMA6A,Q9HCM2,Q9H2E6,1
CXCL8,KDR,P10145,P35968,1
IFNA4,IFNAR1,P05014,P17181,1
CDH1,ERBB3,P12830,P21860,1
PSPN,GFRA3,O60542,O60609,1
WNT10B,FZD2_LRP6,O00744,Q14332_O75581,1
MDK,ITGA4,P21741,P13612,1
SPINK1,EGFR,P00995,P00533,1
KLRD1,HLA-B,Q13241,P01889,1
NRP2,FLT4_KDR,O60462,P35916_P35968,1
COL4A4,SDC1,P53420,P18827,1
LAMA4,SV2B,Q16363,Q7L1I2,1
COL4A5,ITGB1,P29400,P05556,1
IAPP,VIPR1,P10997,P32241,1
LAMC2,SV2C,Q13753,Q496J9,1
COLQ,MUSK,Q9Y215,O15146,1
CALCB,ADCYAP1R1,P10092,P41586,1
EFNA5,EPHA5,P52803,P54756,1
WNT9A,FZD8_LRP5,O14904,Q9H461_O75197,1
WNT5A,FZD8,P41221,Q9H461,1
COL16A1,ITGB1,Q07092,P05556,1
THBS4,ITGA3_ITGB1,P35443,P26006_P05556,1
HSPA8,LRP2,P11142,P98164,1
NT5E_SLC29A3,ADORA2B,COMPLEX:P21589_Q9BZD2,P29275,1
GAD2_SLC6A8,GABRA4_GABRB3_GABRG2,COMPLEX:P48029_Q05329,NA_NA_NA,1
GLS2_SLC1A2,GRIK2,COMPLEX:P43004_Q9UI32,Q13002,1
SELPLG,SELL,Q14242,P14151,1
GLS2_SLC1A6,GRM8,COMPLEX:P48664_Q9UI32,O00222,1
LHB,ADCYAP1R1,P01229,P41586,1
GLS2_SLC1A2,GRIN1_GRIN2B,COMPLEX:P43004_Q9UI32,NA_NA,1
GAD1_SLC6A12,GABRA6_GABRB3_GABRD,COMPLEX:P48065_Q99259,NA_NA_NA,1
MATN1,ITGA1,P21941,P56199,1
RNF43,FZD10_LRP6,Q68DV7,Q9ULW2_O75581,1
TGFB2,TGFBR3,P61812,Q03167,1
INHA,ACVR1,P05111,Q04771,1
COL4A2,CD44,P08572,P16070,1
SEMA5A,PLXNB3,Q13591,Q9ULL4,1
HLA-DQB1,CD4,P01920,P01730,1
RNF43,FZD5_LRP5,Q68DV7,Q13467_O75197,1
AREG,EGFR_ERBB2,P15514,P00533_P04626,1
HSP90AA1,ITGB3,P07900,P05106,1
GLS_SLC1A3,GRIA1,COMPLEX:O94925_P43003,P42261,1
GLS2_SLC17A7,GRIK2,COMPLEX:Q9P2U7_Q9UI32,Q13002,1
SLC18A2_TPH2,HTR1A,COMPLEX:Q05940_Q8IWU9,P08908,1
MYOC,FZD7,Q99972,O75084,1
NLGN2,NRXN2,Q8NFZ4,P58401,1
THBS1,ITGA2B,P07996,P08514,1
BAMBI,FZD5_LRP5,Q13145,Q13467_O75197,1
HBEGF,CD44,Q99075,P16070,1
GAD1_SLC6A13,GABRA3_GABRB3_GABRG2,COMPLEX:Q99259_Q9NSD5,NA_NA_NA,1
NT5E_SLC29A2,ADORA2B,COMPLEX:P21589_Q14542,P29275,1
IL22,IL21R,Q9GZX6,Q9HBE5,1
CCL11,CCR2,P51671,P41597,1
HBEGF,CD82,Q99075,P27701,1
RSPO4,WNT10B,Q2I0M5,O00744,1
CXCL11,GRM7,O14625,Q14831,1
CD9,ADAM2,P21926,Q99965,1
GAD2_SLC6A6,GABRA3_GABRB3_GABRE,COMPLEX:P31641_Q05329,NA_NA_NA,1
GAD1_SLC32A1,GABRA3_GABRB3_GABRG2,COMPLEX:Q99259_Q9H598,NA_NA_NA,1
CXCL5,GRM7,P42830,Q14831,1
CCL21,ACKR4,O00585,Q9NPB9,1
GLS2_SLC1A2,GRM2,COMPLEX:P43004_Q9UI32,Q14416,1
WNT4,FZD9_LRP6,P56705,O00144_O75581,1
EFNA1,EPHB6,P20827,O15197,1
GAD1_SLC6A12,GABBR1,COMPLEX:P48065_Q99259,Q9UBS5,1
INHBB,ACVR1B_ACVR2B,P09529,P36896_Q13705,1
GDF11,ACVR1B_ACVR2A,O95390,P36896_P27037,1
CCL19,CCRL2,Q99731,O00421,1
TGM2,ITGB3,P21980,P05106,1
LAMA4,ITGA7_ITGB1,Q16363,Q13683_P05556,1
GUCA1B,GUCY2D,Q9UMX6,Q02846,1
HLA-C,LILRB1,P10321,Q8NHL6,1
MFGE8,PDGFRB,Q08431,P09619,1
COL6A1,ITGB1,P12109,P05556,1
GNAS,CRHR1,Q5JWF2,P34998,1
SEMA3B,NRP1,Q13214,O14786,1
PDYN,OPRD1,P01213,P41143,1
NTN4,DCC,Q9HB63,P43146,1
COL4A4,ITGB3,P53420,P05106,1
CCL23,GRM7,P55773,Q14831,1
HSPG2,LRP2,P98160,P98164,1
GAD1_SLC32A1,GABRA1_GABRB2_GABRG2,COMPLEX:Q99259_Q9H598,NA_NA_NA,1
WNT3A,FZD8_LRP5,P56704,Q9H461_O75197,1
LIPH,LPAR4,Q8WWY8,Q99677,1
IGFBP6,IGF2,P24592,P01344,1
GLS2_SLC1A7,GRIN1_GRIN2A,COMPLEX:O00341_Q9UI32,NA_NA,1
PIP,CD4,P12273,P01730,1
HSD17B12,AR,COMPLEX:Q53GQ0,P10275,1
LAMC2,CD44,Q13753,P16070,1
COL1A1,SDC1,P02452,P18827,1
APOE,LRP1,P02649,Q07954,1
CXCL8,SDC1,P10145,P18827,1
GLS_SLC1A2,GRIK3,COMPLEX:O94925_P43004,Q13003,1
RGMA,BMPR1B,Q96B86,O00238,1
SEMA7A,PLXNC1,O75326,O60486,1
WNT1,FZD8_LRP5,P04628,Q9H461_O75197,1
CHAT_SLC10A4,CHRNA3_CHRNB4,COMPLEX:P28329_Q96EP9,P32297_P30926,1
CD14,ITGB2,P08571,P05107,1
LHB,RAMP3,P01229,O60896,1
CHAT_SLC10A4,CHRNA1_CHRNB1_CHRND_CHRNG,COMPLEX:P28329_Q96EP9,P02708_P11230_Q07001_P07510,1
NAMPT,INSR,P43490,P06213,1
PNMT,ADRA2C,COMPLEX:P11086,P18825,1
FRZB,WNT6,Q92765,Q9Y6F9,1
SLURP2,CHRNA4,P0DP57,P43681,1
RELN,ITGA3,P78509,P26006,1
LAMA2,ADGRG6,P24043,Q86SQ4,1
CCL5,CCR3,P13501,P51677,1
GDF6,ACVR2A_BMPR1A,Q6KF10,P27037_P36894,1
TNC,ITGB6,P24821,P18564,1
FN1,ITGA8_ITGB1,P02751,P53708_P05556,1
SLC18A1_TPH2,HTR1B,COMPLEX:P54219_Q8IWU9,P28222,1
RTN4,GJB2,Q9NQC3,P29033,1
INSL5,RXFP1,Q9Y5Q6,Q9HBX9,1
IL36A,IL1RL2,Q9UHA7,Q9HB29,1
RLN2,ADRB2,P04090,P07550,1
GLS2_SLC1A2,GRIN1_GRIN2A,COMPLEX:P43004_Q9UI32,NA_NA,1
GLS_SLC1A1,GRM4,COMPLEX:O94925_P43005,Q14833,1
GPC4,INS,O75487,P01308,1
IL20,IL20RA_IL20RB,Q9NYY1,Q9UHF4_Q6UXL0,1
LAMA3,SV2B,Q16787,Q7L1I2,1
WNT5A,FZD6,P41221,O60353,1
ROR1,FZD6,Q01973,O60353,1
ADM,GPR182,P35318,O15218,1
GLS2_SLC1A6,GRIK2_GRIK4,COMPLEX:P48664_Q9UI32,Q13002_NA,1
NRXN3,NLGN1,Q9Y4C0,Q8N2Q7,1
MDK,LRP2,P21741,P98164,1
TFRC,HFE,P02786,Q30201,1
GAD2_SLC6A12,GABRA6_GABRB3_GABRD,COMPLEX:P48065_Q05329,NA_NA_NA,1
IFNA1,IFNAR1,P01562,P17181,1
PORCN,WNT1,Q9H237,P04628,1
BTLA,CD247,Q7Z6A9,P20963,1
GAD2_SLC6A6,GABRA1_GABRB3,COMPLEX:P31641_Q05329,NA_NA,1
CALM2,PLPP6,P0DP24,Q8IY26,1
SCGB1A1,LRP2,P11684,P98164,1
TAFA1,CMKLR2,Q7Z5A9,P46091,1
LTA,CACHD1,P01374,Q5VU97,1
GCG,VIPR1,P01275,P32241,1
BCAN,NRCAM,Q96GW7,Q92823,1
UCN2,CRHR1,Q96RP3,P34998,1
GAD1_SLC6A12,GABRA3_GABRB3_GABRE,COMPLEX:P48065_Q99259,NA_NA_NA,1
LAMA4,ITGA6_ITGB4,Q16363,P23229_P16144,1
DDC_SLC18A1,DRD1,COMPLEX:P20711_P54219,P21728,1
ESAM,ESAM,Q96AP7,Q96AP7,1
GAD1_SLC6A6,GABRA6_GABRB3_GABRG2,COMPLEX:P31641_Q99259,NA_NA_NA,1
GLS2_SLC1A6,GRIK3,COMPLEX:P48664_Q9UI32,Q13003,1
AFDN,NECTIN2,P55196,Q92692,1
IL22,IL10RB_IL22RA1,Q9GZX6,Q08334_Q8N6P7,1
CCL11,ACKR2,P51671,O00590,1
GLS_SLC1A6,GRM7,COMPLEX:O94925_P48664,Q14831,1
FGA,ITGAX,P02671,P20702,1
TNFSF13,FAS,O75888,P25445,1
PRSS3,F2R,P35030,P25116,1
NRXN1,NLGN3,P58400,Q9NZ94,1
TNR,ITGAV_ITGB6,Q92752,P06756_P18564,1
EMILIN1,TGFB2,Q9Y6C2,P61812,1
ADM2,TSHR,Q7Z4H4,P16473,1
ICAM2,ITGAM,P13598,P11215,1
NGFR,NTRK1,P08138,P04629,1
GLS2_SLC1A7,GRIK2_GRIK5,COMPLEX:O00341_Q9UI32,Q13002_NA,1
CHAT_SLC10A4,CHRNA4_CHRNB2,COMPLEX:P28329_Q96EP9,P43681_P17787,1
EPHB2,EFNB2,P29323,P52799,1
IL2,IL2RA,P60568,P01589,1
HLA-B,LILRB1,P01889,Q8NHL6,1
PPY,NPY6R,P01298,Q99463,1
ROR1,FZD10,Q01973,Q9ULW2,1
GLS_SLC1A1,GRIN1_GRIN2C,COMPLEX:O94925_P43005,NA_Q14957,1
GLS_SLC1A6,GRIA3,COMPLEX:O94925_P48664,P42263,1
CORT,SSTR4,O00230,P31391,1
ITGAX_ITGB2,ICAM1,COMPLEX:P05107_P20702,P05362,1
GLS_SLC1A3,GRIA2,COMPLEX:O94925_P43003,P42262,1
BAMBI,ACVR1C_ACVR2A,Q13145,Q8NER5_P27037,1
SEMA3A,PLXNA2,Q14563,O75051,1
SLIT2,SDC1,O94813,P18827,1
PSAP,SORT1,P07602,Q99523,1
GLS2_SLC17A7,GRIA4,COMPLEX:Q9P2U7_Q9UI32,P48058,1
IAPP,GPR84,P10997,Q9NQS5,1
EPHB6,EFNB3,O15197,Q15768,1
SLC18A1_TPH2,HTR7,COMPLEX:P54219_Q8IWU9,P34969,1
PSPN,GFRA4,O60542,Q9GZZ7,1
GLS_SLC17A6,GRIK3,COMPLEX:O94925_Q9P2U8,Q13003,1
CCL13,CCR10,Q99616,P46092,1
WNT4,FZD2_LRP6,P56705,Q14332_O75581,1
CRH,ADCYAP1R1,P06850,P41586,1
ICAM4,ITGA4,Q14773,P13612,1
GLS_SLC1A3,GRIN1_GRIN2C,COMPLEX:O94925_P43003,NA_Q14957,1
PLAU,ST14,P00749,Q9Y5Y6,1
HRG,FCGR1A,P04196,P12314,1
NMB,NMBR,P08949,P28336,1
COL6A2,ITGB1,P12110,P05556,1
GLS_SLC1A1,GRIK2_GRIK4,COMPLEX:O94925_P43005,Q13002_NA,1
FGF20,FGFR3,Q9NP95,P22607,1
CCL5,GRM7,P13501,Q14831,1
CNTN1,NRCAM,Q12860,Q92823,1
PLG,F3,P00747,P13726,1
PPBP,ADRA2A,P02775,P08913,1
CRIPTO,ACVR1B,P13385,P36896,1
VEGFB,RET,P49765,P07949,1
DDC_SLC6A3,DRD4,COMPLEX:P20711_Q01959,P21917,1
NT5E_SLC29A4,ADORA2B,COMPLEX:P21589_Q7RTT9,P29275,1
IFNA2,IFNAR1_IFNAR2,P01563,P17181_P48551,1
GNAI2,TBXA2R,P04899,P21731,1
CALM2,MYLK,P0DP24,Q15746,1
CDH15,CDH15,P55291,P55291,1
NOTCH2,JAG2,Q04721,Q9Y219,1
BAMBI,FZD1_LRP5,Q13145,Q9UP38_O75197,1
TPH1,HTR6,P17752,P50406,1
CALM3,SELL,P0DP25,P14151,1
NT5E_SLC29A1,ADORA1,COMPLEX:P21589_Q99808,P30542,1
WNT16,FZD3_LRP5,Q9UBV4,Q9NPG1_O75197,1
COL4A4,ITGB1,P53420,P05556,1
COL1A2,CD36,P08123,P16671,1
FGF19,FGFR3,O95750,P22607,1
COL2A1,ITGAV_ITGB8,P02458,P06756_P26012,1
GNAI2,DRD2,P04899,P14416,1
WNT10B,FZD3_LRP6,O00744,Q9NPG1_O75581,1
GLS_SLC1A3,GRM8,COMPLEX:O94925_P43003,O00222,1
SEMA3F,PLXNA3,Q13275,P51805,1
DDC,HTR1E,COMPLEX:P20711,P28566,1
OBP2A,OR1G1,Q9NY56,P47890,1
ERBB2,HLA-G,P04626,P17693,1
PENK,OPRD1,P01210,P41143,1
CCL8,CCR10,P80075,P46092,1
DUSP18,ITGA3,Q8NEJ0,P26006,1
GLS_SLC1A2,GRIN1_GRIN2A,COMPLEX:O94925_P43004,NA_NA,1
PAPLN,NECTIN4,O95428,Q96NY8,1
CXCL6,ADRA2A,P80162,P08913,1
GHRH,RAMP2,P01286,O60895,1
GLS_SLC1A7,GRIK2_GRIK5,COMPLEX:O00341_O94925,Q13002_NA,1
APCDD1,FZD1_LRP5,Q8J025,Q9UP38_O75197,1
EFNA1,EPHA3,P20827,P29320,1
BAMBI,ACVR1C_TGFBR2,Q13145,Q8NER5_P37173,1
GIP,GIPR,P09681,P48546,1
LAMB3,COL17A1,Q13751,Q9UMD9,1
FGF9,FGFR2,P31371,P21802,1
WNT10B,FZD5_LRP5,O00744,Q13467_O75197,1
APOE,LSR,P02649,Q86X29,1
HLA-G,LILRB1,P17693,Q8NHL6,1
L1CAM,EPHB2,P32004,P29323,1
IGFBP4,WNT4,P22692,P56705,1
WNT2,FZD1_LRP6,P09544,Q9UP38_O75581,1
SPARC,PDGFD,P09486,Q9GZP0,1
APOB,ADRB2,P04114,P07550,1
HSP90B1,LRP1,P14625,Q07954,1
GDF1,SMAD3,P27539,P84022,1
HSPA8,ADRB2,P11142,P07550,1
GH1,GHR,P01241,P10912,1
BMP5,ACVR2B,P22003,Q13705,1
SELPLG,SELE,Q14242,P16581,1
VIP,GPR20,P01282,Q99678,1
COL4A5,ITGA11_ITGB1,P29400,Q9UKX5_P05556,1
MUC2,AGR2,Q02817,O95994,1
MMP12,PLAUR,P39900,Q03405,1
BMP8B,ACVR2B,P34820,Q13705,1
ALDH1A3,RORB,COMPLEX:P47895,Q92753,1
GAD2_SLC6A8,GABBR1,COMPLEX:P48029_Q05329,Q9UBS5,1
HLA-G,KIR2DL4,P17693,Q99706,1
PLG,F2R,P00747,P25116,1
LHB,GPR84,P01229,Q9NQS5,1
CXCL11,ACKR3,O14625,P25106,1
THBS2,SDC1,P35442,P18827,1
CALM1,FAS,P0DP23,P25445,1
BDNF,DDR1,P23560,Q08345,1
GLS_SLC1A6,GRIN1_GRIN2B,COMPLEX:O94925_P48664,NA_NA,1
LTF,LRP1,P02788,Q07954,1
CORT,ADRA2A,O00230,P08913,1
WNT3A,APCDD1,P56704,Q8J025,1
GLS2_SLC1A6,GRIK1,COMPLEX:P48664_Q9UI32,P39086,1
GNAI2,FPR1,P04899,P21462,1
EFNB1,F8WCM8,P98172,F8WCM8,1
WNT10A,FZD7_LRP5,Q9GZT5,O75084_O75197,1
JAG2,NOTCH4,Q9Y219,Q99466,1
IAPP,CALCR_RAMP1,P10997,P30988_O60894,1
CCL25,ACKR4,O15444,Q9NPB9,1
AGRP,ATRN,O00253,O75882,1
HLA-B,LILRB2,P01889,Q8N423,1
HLA-E,CD8B,P13747,P10966,1
IL36RN,IL36B,Q9UBH0,Q9NZH7,1
FGF3,FGFR2,P11487,P21802,1
GAD1_SLC32A1,GABRA4_GABRB3_GABRD,COMPLEX:Q99259_Q9H598,NA_NA_NA,1
NPS,RAMP3,P0C0P6,O60896,1
ICOSLG,CTLA4,O75144,P16410,1
AGRN,PTPRS,O00468,Q13332,1
NRXN2,NLGN3,P58401,Q9NZ94,1
LAMA5,ITGA6_ITGB4,O15230,P23229_P16144,1
RSPO3,SDC4,Q9BXY4,P31431,1
DRAXIN,WNT10A,Q8NBI3,Q9GZT5,1
COL18A1,ITGB1,P39060,P05556,1
NDP,LGR4,Q00604,Q9BXB1,1
TNR,ITGA8_ITGB1,Q92752,P53708_P05556,1
APOA4,LRP2,P06727,P98164,1
NCAM1,ROBO3,P13591,Q96MS0,1
WNT1,FZD8_LRP6,P04628,Q9H461_O75581,1
GDF6,BMPR2,Q6KF10,Q13873,1
NOG,BMP2,Q13253,P12643,1
GLS_SLC17A6,GRIK2_GRIK4,COMPLEX:O94925_Q9P2U8,Q13002_NA,1
TGFA,EGFR_ERBB2,P01135,P00533_P04626,1
GLS_SLC17A6,GRIA4,COMPLEX:O94925_Q9P2U8,P48058,1
GAD1_SLC6A6,GABRA2_GABRB3_GABRG2,COMPLEX:P31641_Q99259,NA_NA_NA,1
BMP7,ACVRL1,P18075,P37023,1
CCL25,CCR10,O15444,P46092,1
ERBB2,HLA-A,P04626,P04439,1
GPC3,LRP2,P51654,P98164,1
CXCL10,CXCR3,P02778,P49682,1
MMP9,CD44,P14780,P16070,1
COL6A3,ITGA11_ITGB1,P12111,Q9UKX5_P05556,1
RSPO2,WNT4,Q6UXX9,P56705,1
INSL5,RXFP4,Q9Y5Q6,Q8TDU9,1
EFNA1,EPHB1,P20827,P54762,1
VASP,CXCR2,P50552,P25025,1
FRZB,WNT7B,Q92765,P56706,1
IL24,IL22RA1,Q13007,Q8N6P7,1
IFNA16,IFNAR1_IFNAR2,P05015,P17181_P48551,1
GNAS,GCGR,Q5JWF2,P47871,1
TYR,GPR143,COMPLEX:P14679,P51810,1
FN1,ITGA4,P02751,P13612,1
SLC6A4_TPH2,HTR2A,COMPLEX:P31645_Q8IWU9,P28223,1
GLS_SLC1A7,GRIN1_GRIN2B,COMPLEX:O00341_O94925,NA_NA,1
CCL23,CCR1,P55773,P32246,1
WNT3A,LRP1,P56704,Q07954,1
PPBP,CXCR2,P02775,P25025,1
CCL11,CCR5,P51671,P51681,1
CCL4,CCR3,P13236,P51677,1
LAMC3,DAG1,Q9Y6N6,Q14118,1
CRLF2,CRLF2_IL7R_TSLP,Q9HC73,Q9HC73_P16871_Q969D9,1
SLC6A4_TPH2,HTR2C,COMPLEX:P31645_Q8IWU9,P28335,1
NOTUM,WNT4,Q6P988,P56705,1
SFRP4,WNT7B,Q6FHJ7,P56706,1
WNT16,FZD2_LRP6,Q9UBV4,Q14332_O75581,1
IL17F,IL17RA,Q96PD4,Q96F46,1
CCL11,CCR3,P51671,P51677,1
GSTP1,TRAF2,P09211,Q12933,1
NOG,GDF6,Q13253,Q6KF10,1
GLS_SLC1A1,GRM2,COMPLEX:O94925_P43005,Q14416,1
IHH,SMO,Q14623,Q99835,1
DRAXIN,WNT6,Q8NBI3,Q9Y6F9,1
ZP3,MERTK,P21754,Q12866,1
EGFR,EGF,P00533,P01133,1
LAMA3,CD44,Q16787,P16070,1
WNT8B,FZD4_LRP6,Q93098,Q9ULV1_O75581,1
BMP6,ACVR2B_BMPR1A,P22004,Q13705_P36894,1
PORCN,WNT10A,Q9H237,Q9GZT5,1
ADM2,RAMP3,Q7Z4H4,O60896,1
LGALS3BP,ITGB1,Q08380,P05556,1
CLDN11,B4DFI2,O75508,B4DFI2,1
SPN,ICAM1,P16150,P05362,1
GLS2_SLC1A1,GRM7,COMPLEX:P43005_Q9UI32,Q14831,1
SOSTDC1,WNT4,Q6X4U4,P56705,1
CER1,WNT10B,O95813,O00744,1
WNT3,FZD7,P56703,O75084,1
GLS_SLC1A3,GRIN1_GRIN2D,COMPLEX:O94925_P43003,NA_O15399,1
ADORA3,ENTPD1,P0DMS8,P49961,1
PMCH,ADRA2A,P20382,P08913,1
APOA2,LRP2,P02652,P98164,1
CCL7,CCR10,P80098,P46092,1
NPY,PRLHR,P01303,P49683,1
ADAM12,ITGB1,O43184,P05556,1
SHANK1,ADGRL2,Q9Y566,O95490,1
ADM2,GPR84,Q7Z4H4,Q9NQS5,1
NGFR,NTRK2,P08138,Q16620,1
SEMA4D,CD72,Q92854,P21854,1
THBS4,CD36,P35443,P16671,1
CYP3A4,NR1H4,COMPLEX:P08684,Q96RI1,1
IFNA16,IFNAR1,P05015,P17181,1
SST,ADRA2A,P61278,P08913,1
ROR2,FZD9,Q01974,O00144,1
IFNA4,IFNA2_IFNAR1_IFNAR2,P05014,P01563_P17181_P48551,1
FSHB,GPR20,P01225,Q99678,1
TNC,ITGA8,P24821,P53708,1
LEFTY1,BMP8B,O75610,P34820,1
CALM1,GRM4,P0DP23,Q14833,1
CGA,TSHR,P01215,P16473,1
CHAT_SLC18A3,CHRM4,COMPLEX:P28329_Q16572,P08173,1
EPHA8,EFNA5,P29322,P52803,1
VTN,ITGA5,P04004,P08648,1
IL6,F3,P05231,P13726,1
GRM1,EFNB2,Q13255,P52799,1
NLGN1,NRXN1,Q8N2Q7,P58400,1
SELL,SELPLG,P14151,Q14242,1
SFRP1,WNT1,Q8N474,P04628,1
F13A1,ITGA9,P00488,Q13797,1
FN1,ITGA9,P02751,Q13797,1
VTN,ITGAV_ITGB5,P04004,P06756_P18084,1
HSP90B1,ASGR1,P14625,P07306,1
DDC,HTR1F,COMPLEX:P20711,P30939,1
NCAM1,CACNA1C,P13591,Q13936,1
NRG1,ERBB2,Q02297,P04626,1
RNF43,FZD7_LRP5,Q68DV7,O75084_O75197,1
LAMA2,ITGB1,P24043,P05556,1
COL9A2,MAG,Q14055,P20916,1
GLS2_SLC1A2,GRM7,COMPLEX:P43004_Q9UI32,Q14831,1
CCL25,GRM7,O15444,Q14831,1
HPR,ASGR2,P00739,P07307,1
ADAM17,ITGB1,P78536,P05556,1
GDF10,ACVR1B_ACVR2A,P55107,P36896_P27037,1
CEL,RORA,COMPLEX:P19835,P35398,1
