ligand,receptor,source,target,label
VCL,ITGB5,P18206,P18084,1
GLS2_SLC17A7,GRIN1_GRIN2D,COMPLEX:Q9P2U7_Q9UI32,NA_O15399,1
COL4A3,GP6,Q01955,Q9HCN6,1
LPL,GPIHBP1,P06858,Q8IV16,1
WNT10A,FZD10_LRP6,Q9GZT5,Q9ULW2_O75581,1
INHBE,NODAL,P58166,Q96S42,1
TGFA,ERBB4,P01135,Q15303,1
A0A0A0MR89,NLGN2,A0A0A0MR89,Q8NFZ4,1
RSPO4,WNT3A,Q2I0M5,P56704,1
ARF1,INSR,P84077,P06213,1
BMP3,ACVR2B,P12645,Q13705,1
PSAP,LRP1,P07602,Q07954,1
CCL28,ACKR2,Q9NRJ3,O00590,1
CCL11,CCR10,P51671,P46092,1
SCGB1A1,LMBR1L,P11684,Q6UX01,1
PLXNA1,PLXNA1,Q9UIW2,Q9UIW2,1
GDF2,BMPR1A,Q9UK05,P36894,1
NXPH1,NRXN2,P58417,P58401,1
SOSTDC1,WNT4,Q6X4U4,P56705,1
GDF11,ACVR2B_TGFBR1,O95390,Q13705_P36897,1
INHA,ACVR1C_ACVR2B,P05111,Q8NER5_Q13705,1
WNT2,FZD3_LRP6,P09544,Q9NPG1_O75581,1
EPHA1,EFNA3,P21709,P52797,1
GREM1,BMP2,O60565,P12643,1
NRXN1,ADGRL1,P58400,O94910,1
GHRH,GHRHR,P01286,Q02643,1
DUSP18,ITGA6,Q8NEJ0,P23229,1
NELL2,ROBO3,Q99435,Q96MS0,1
GDF5,ACVR2B,P43026,Q13705,1
NT5E_SLC29A3,ADORA2B,COMPLEX:P21589_Q9BZD2,P29275,1
GLS_SLC17A6,GRIA1,COMPLEX:O94925_Q9P2U8,P42261,1
POMC,GPR20,P01189,Q99678,1
TGFB2,TGFBR2,P61812,P37173,1
UBA52,FSHR,P62987,P23945,1
COL1A2,ITGA2_ITGB1,P08123,P17301_P05556,1
WNT3A,FZD4_LRP6,P56704,Q9ULV1_O75581,1
SLURP1,CHRNA10,P55000,Q9GZZ6,1
INS,INSR,P01308,P06213,1
BMP8B,ACVRL1,P34820,P37023,1
PENK,ADRA2A,P01210,P08913,1
SULT2A1,PPARG,COMPLEX:Q06520,P37231,1
F2,ITGA2B,P00734,P08514,1
CORT,MTNR1A,O00230,P48039,1
PPY,NPY1R,P01298,P25929,1
LEFTY1,BMP4,O75610,P12644,1
CER1,WNT7A,O95813,O00755,1
WNT5B,FZD4,Q9H1J7,Q9ULV1,1
COL1A1,ITGA2,P02452,P17301,1
IFNA17,IFNAR2,P01571,P48551,1
WNT10B,FZD8_LRP6,O00744,Q9H461_O75581,1
GREM1,GDF7,O60565,Q7Z4P5,1
GC,LRP2,P02774,P98164,1
DLL4,NOTCH2,Q9NR61,Q04721,1
PSPN,GFRA1,O60542,P56159,1
HSPA8,LDLR,P11142,P01130,1
MADCAM1,ITGB7,Q13477,P26010,1
NTNG2,LRRC4C,Q96CW9,Q9HCJ2,1
BTC,ERBB3,P35070,P21860,1
IL18,IL18RAP,Q14116,O95256,1
MFAP2,NOTCH1,P55001,P46531,1
GLS_SLC17A6,GRIK3,COMPLEX:O94925_Q9P2U8,Q13003,1
NODAL,ACVR1C_ACVR2B_CRIPTO,Q96S42,Q8NER5_Q13705_P13385,1
LAMC3,ITGA9_ITGB1,Q9Y6N6,Q13797_P05556,1
BMP3,BMP8B,P12645,P34820,1
COL4A6,ITGAV_ITGB8,Q14031,P06756_P26012,1
GDNF,SLC44A5,P39905,Q8NCS7,1
GPHA2,TSHR,Q96T91,P16473,1
PAPLN,SIRPA,O95428,P78324,1
FGA,ITGB2,P02671,P05107,1
RSPO2,WNT10A,Q6UXX9,Q9GZT5,1
IFNA7,IFNAR1,P01567,P17181,1
LAMA1,ITGAV_ITGB8,P25391,P06756_P26012,1
GDF6,ACVR2A_BMPR1A,Q6KF10,P27037_P36894,1
INHBC,ACVR1C_ACVR2A,P55103,Q8NER5_P27037,1
DBH_SLC18A2,ADRA1A,COMPLEX:P09172_Q05940,P35348,1
COL6A2,ITGA11_ITGB1,P12110,Q9UKX5_P05556,1
CRIPTO,ACVR2A,P13385,P27037,1
GAD1_SLC6A6,GABRA4_GABRB2_GABRD,COMPLEX:P31641_Q99259,NA_NA_NA,1
CALCA,RAMP2,P06881,O60895,1
DDC,DRD1,COMPLEX:P20711,P21728,1
GHRH,RAMP3,P01286,O60896,1
HLA-F,LILRB2,P30511,Q8N423,1
FRAS1_FREM1_NPNT,ITGA8_ITGB1,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,P53708_P05556,1
NGF,NTRK1,P01138,P04629,1
GDNF,EDNRB,P39905,P24530,1
LAMA3,ITGA7_ITGB1,Q16787,Q13683_P05556,1
COL1A1,CD36,P02452,P16671,1
NTF4,BEX3,P34130,Q00994,1
CALM1,TRPC3,P0DP23,Q13507,1
PTH,GPR20,P01270,Q99678,1
GAD2_SLC6A8,GABRA5_GABRB3_GABRG2,COMPLEX:P48029_Q05329,NA_NA_NA,1
ASIP,MC2R,P42127,Q01718,1
HLA-G,KIR2DL4,P17693,Q99706,1
DMP1,ITGB3,Q13316,P05106,1
WIF1,WNT1,Q9Y5W5,P04628,1
GLS_SLC17A8,GRIN1_GRIN2C,COMPLEX:O94925_Q8NDX2,NA_Q14957,1
GLS_SLC1A6,GRM2,COMPLEX:O94925_P48664,Q14416,1
TNFSF13,TNFRSF13B,O75888,O14836,1
GLS2_SLC1A1,GRIK2_GRIK4,COMPLEX:P43005_Q9UI32,Q13002_NA,1
VCAM1,ITGB2,P19320,P05107,1
IL36B,IL1RAP,Q9NZH7,Q9NPH3,1
GREM2,BMP7,Q9H772,P18075,1
RSPO4,WNT4,Q2I0M5,P56705,1
LAMB3,ITGAV_ITGB8,Q13751,P06756_P26012,1
C1QL2,ADGRB3,Q7Z5L3,O60242,1
NID1,ITGA3,P14543,P26006,1
LRRC4B,PTPRF,Q9NT99,P10586,1
WNT1,RYK,P04628,P34925,1
SCT,VIPR1,P09683,P32241,1
CER1,WNT2,O95813,P09544,1
LGALS9,BCR_CD22_PTPRC,O00182,NA_P20273_P08575,1
GAD1_SLC6A1,GABRA1_GABRB3_GABRG2,COMPLEX:P30531_Q99259,NA_NA_NA,1
COL18A1,ITGA3,P39060,P26006,1
PRSS1,F2R,P07477,P25116,1
LEFTY2,BMP5,O00292,P22003,1
GAD2_SLC6A1,GABRA4_GABRB2_GABRD,COMPLEX:P30531_Q05329,NA_NA_NA,1
CALCB,CALCR,P10092,P30988,1
SCGB3A2,MARCO,Q96PL1,Q9UEW3,1
GLS2_SLC1A7,GRM8,COMPLEX:O00341_Q9UI32,O00222,1
NRG1,GPC1,Q02297,P35052,1
F9,LRP1,P00740,Q07954,1
WIF1,WNT8B,Q9Y5W5,Q93098,1
IGF1,INSR,P05019,P06213,1
WIF1,WNT2,Q9Y5W5,P09544,1
POMC,MC3R,P01189,P41968,1
ZG16B,TLR6,Q96DA0,Q9Y2C9,1
PTGES2,PTGER3,COMPLEX:Q9H7Z7,P43115,1
LAMC2,ITGA7_ITGB1,Q13753,Q13683_P05556,1
LAMB1,SV2B,P07942,Q7L1I2,1
GAD1_SLC6A12,GABRA1_GABRB2_GABRD,COMPLEX:P48065_Q99259,NA_NA_NA,1
DKK2,WNT10A,Q9UBU2,Q9GZT5,1
WNT10A,FZD9_LRP5,Q9GZT5,O00144_O75197,1
GAD2_SLC6A12,GABRA5_GABRB3_GABRG2,COMPLEX:P48065_Q05329,NA_NA_NA,1
PSEN1,NOTCH1,P49768,P46531,1
CALM2,SCN4A,P0DP24,P35499,1
PPBP,ADRA2A,P02775,P08913,1
BOC,PTCH2_SMO,Q9BWV1,Q9Y6C5_Q99835,1
INHBE,ACVR1,P58166,Q04771,1
DKK4,WNT8B,Q9UBT3,Q93098,1
NID1,ITGB3,P14543,P05106,1
BAMBI,FZD8_LRP6,Q13145,Q9H461_O75581,1
LAMC2,ITGA9_ITGB1,Q13753,Q13797_P05556,1
SLC18A1_TPH2,HTR1E,COMPLEX:P54219_Q8IWU9,P28566,1
HBEGF,CD9,Q99075,P21926,1
DDC,DRD4,COMPLEX:P20711,P21917,1
IL20,IL20RA_IL20RB,Q9NYY1,Q9UHF4_Q6UXL0,1
LPL,LRP2,P06858,P98164,1
BAMBI,ACVR2B_BMPR1B,Q13145,Q13705_O00238,1
C4BPA,LRP1,P04003,Q07954,1
UBC,TGFBR1,P0CG48,P36897,1
IL9,IL2RG_IL9R,P15248,P31785_Q01113,1
ANOS1,SDC2,P23352,P34741,1
BMP7,ACVRL1,P18075,P37023,1
RSPO4,WNT7A,Q2I0M5,O00755,1
GUCA2B,GUCY2D,Q16661,Q02846,1
COMP,ITGA3_ITGB1,P49747,P26006_P05556,1
WNT9B,FZD7_LRP6,O14905,O75084_O75581,1
LAMC2,SV2C,Q13753,Q496J9,1
RSPO2,WNT8A,Q6UXX9,Q9H1J5,1
LAMA4,CD44,Q16363,P16070,1
F12,GP1BA,P00748,P07359,1
CADM1,NECTIN3,Q9BY67,Q9NQS3,1
PSAP,GPR37L1,P07602,O60883,1
DBH_SLC18A1,ADRA1A,COMPLEX:P09172_P54219,P35348,1
DDC,HTR7,COMPLEX:P20711,P34969,1
ARTN,GFRA1,Q5T4W7,P56159,1
ZG16B,TLR5,Q96DA0,O60602,1
JAM3,F11R,Q9BX67,Q9Y624,1
RSPO4,WNT8B,Q2I0M5,Q93098,1
GNAS,ADCY8,Q5JWF2,P40145,1
BMP2,ACVR2A,P12643,P27037,1
WNT4,FZD1_LRP6,P56705,Q9UP38_O75581,1
ANXA1,FPR3,P04083,P25089,1
CCL5,ACKR2,P13501,O00590,1
HDC,HRH2,COMPLEX:P19113,P25021,1
NRP2,KDR,O60462,P35968,1
LAMA3,ITGA9_ITGB1,Q16787,Q13797_P05556,1
ZG16B,TLR2,Q96DA0,O60603,1
GLS2_SLC17A6,GRIN1_GRIN2D,COMPLEX:Q9P2U8_Q9UI32,NA_O15399,1
RSPO3,LGR5,Q9BXY4,O75473,1
IL12A_IL12B,IL12RB1_IL12RB2,COMPLEX:P29459_P29460,P42701_Q99665,1
WNT2B,FZD10_LRP6,Q93097,Q9ULW2_O75581,1
CXCL11,GRM7,O14625,Q14831,1
C3W5P5,HRAS,C3W5P5,P01112,1
VTN,TNFRSF11B,P04004,O00300,1
PORCN,WNT10A,Q9H237,Q9GZT5,1
SFRP1,WNT2,Q8N474,P09544,1
WNT7B,FZD6_LRP5,P56706,O60353_O75197,1
CALM1,FAS,P0DP23,P25445,1
NPS,VIPR1,P0C0P6,P32241,1
CER1,WNT2B,O95813,Q93097,1
QDPR,DYSF,P09417,O75923,1
FGF3,FGFR4,P11487,P22455,1
COL14A1,CD44,Q05707,P16070,1
GLS_SLC1A6,GRM6,COMPLEX:O94925_P48664,O15303,1
UBC,ADRB2,P0CG48,P07550,1
RGMB,BMPR1B,Q6NW40,O00238,1
LTA,LTBR,P01374,P36941,1
WNT6,FZD7_LRP6,Q9Y6F9,O75084_O75581,1
ADCYAP1,GPR20,P18509,Q99678,1
ADM2,ADRB2,Q7Z4H4,P07550,1
ANGPT1,TEK,Q15389,Q02763,1
FGB,ITGB3,P02675,P05106,1
EFNB2,PECAM1,P52799,P16284,1
GLS_SLC17A6,GRM6,COMPLEX:O94925_Q9P2U8,O15303,1
GCG,GCGR,P01275,P47871,1
GNAS,LHCGR,Q5JWF2,P22888,1
SLC6A4_TPH1,HTR2B,COMPLEX:P17752_P31645,P41595,1
DDC_SLC6A3,DRD3,COMPLEX:P20711_Q01959,P35462,1
LAMB2,ITGA7_ITGB1,P55268,Q13683_P05556,1
SFRP2,WNT3,Q96HF1,P56703,1
COMP,CD47,P49747,Q08722,1
THY1,ADGRE2,P04216,Q9UHX3,1
SLC18A2_TPH2,HTR2A,COMPLEX:Q05940_Q8IWU9,P28223,1
NPVF,NPFFR2,Q9HCQ7,Q9Y5X5,1
GLS_SLC17A8,GRM7,COMPLEX:O94925_Q8NDX2,Q14831,1
GHRL,MLNR,Q9UBU3,O43193,1
PLXNB1,SEMA4D,O43157,Q92854,1
PODXL2,SELL,Q9NZ53,P14151,1
NPS,RAMP3,P0C0P6,O60896,1
ENPP1,INSR,P22413,P06213,1
RLN3,GPR84,Q8WXF3,Q9NQS5,1
FGF18,FGFR3,O76093,P22607,1
GAD2_SLC6A11,GABRA4_GABRB3_GABRG2,COMPLEX:P48066_Q05329,NA_NA_NA,1
C4B,CD46,P0C0L5,P15529,1
IL26,IL20RA,Q9NPH9,Q9UHF4,1
PNOC,OPRL1,Q13519,P41146,1
SFRP5,WNT2B,Q5T4F7,Q93097,1
BMP15_GDF2,ACVR1B_BMPR1B_BMPR2,COMPLEX:O95972_Q9UK05,P36896_O00238_Q13873,1
LAMA2,ITGA6_ITGB4,P24043,P23229_P16144,1
IFNA6,IFNA2_IFNAR1_IFNAR2,P05013,P01563_P17181_P48551,1
APOC2,LDLR,P02655,P01130,1
APOA1,LRP1,P02647,Q07954,1
COL18A1,ITGA5,P39060,P08648,1
TNF,TRADD,P01375,Q15628,1
CALM3,AQP6,P0DP25,Q13520,1
COL4A4,CD47,P53420,Q08722,1
VTN,ITGAV_ITGB5,P04004,P06756_P18084,1
AVP,GPR20,P01185,Q99678,1
IFNA5,IFNAR1_IFNAR2,P01569,P17181_P48551,1
IL16,KCNJ15,Q14005,Q99712,1
GLS2_SLC1A2,GRM4,COMPLEX:P43004_Q9UI32,Q14833,1
P4HB,MTTP,P07237,P55157,1
EFNA2,EPHA1,O43921,P21709,1
PTH,ADCYAP1R1,P01270,P41586,1
SOST,WNT10A,Q9BQB4,Q9GZT5,1
CALM2,INSR,P0DP24,P06213,1
LRFN4,PTPRS,Q6PJG9,Q13332,1
LEFTY1,GDF7,O75610,Q7Z4P5,1
COL4A3,CD47,Q01955,Q08722,1
GDF7,ACVR2A_BMPR1A,Q7Z4P5,P27037_P36894,1
HLA-B,KIR2DL3,P01889,P43628,1
ROR2,FZD8,Q01974,Q9H461,1
ADAM2,ITGB7,Q99965,P26010,1
INSL3,RXFP1,P51460,Q9HBX9,1
GLS2_SLC1A6,GRIN1_GRIN2D,COMPLEX:P48664_Q9UI32,NA_O15399,1
GREM2,BMP2,Q9H772,P12643,1
VEGFD,ITGA5,O43915,P08648,1
LRP2,PTCH2_SMO,P98164,Q9Y6C5_Q99835,1
GREM2,BMP8B,Q9H772,P34820,1
SLIT1,ROBO1,O75093,Q9Y6N7,1
CNTF,A0A087WTB5,P26441,A0A087WTB5,1
CCL17,CCR8,Q92583,P51685,1
UBA52,BMPR1B,P62987,O00238,1
COL2A1,SDC1,P02458,P18827,1
NOG,BMP4,Q13253,P12644,1
AKR1C3,PTGFR,COMPLEX:P42330,P43088,1
CXCL2,CXCR1,P19875,P25024,1
HLA-DQA1,CD4,P01909,P01730,1
IL36RN,IL1RAP,Q9UBH0,Q9NPH3,1
SOSTDC1,LRP5,Q6X4U4,O75197,1
SULT2A1,PPARA,COMPLEX:Q06520,Q07869,1
B2M,KLRD1,P61769,Q13241,1
TNC,ITGA5,P24821,P08648,1
PTH2,PTH2R,Q96A98,P49190,1
EDN3,KEL,P14138,P23276,1
GLS_SLC1A1,GRIN1_GRIN2A,COMPLEX:O94925_P43005,NA_NA,1
SHANK1,ADGRL2,Q9Y566,O95490,1
RLN1,RXFP2,P04808,Q8WXD0,1
PON2,HTR2A,Q15165,P28223,1
GALP,GALR2,Q9UBC7,O43603,1
FPR1,ANXA1,P21462,P04083,1
FGA,CDH5,P02671,P33151,1
EPHA7,EFNA2,Q15375,O43921,1
WNT2,FZD1,P09544,Q9UP38,1
THBS1,LRP1,P07996,Q07954,1
ITIH2,FCER1A,P19823,P12319,1
IAPP,TSHR,P10997,P16473,1
NODAL,ACVR1B_ACVR2B_CFC1,Q96S42,P36896_Q13705_P0CG37,1
WNT7A,FZD6_LRP6,O00755,O60353_O75581,1
COL4A5,SDC1,P29400,P18827,1
GAD2_SLC6A11,GABRA1_GABRB3_GABRG2,COMPLEX:P48066_Q05329,NA_NA_NA,1
COL8A1,ITGA2,P27658,P17301,1
SCT,ADCYAP1R1,P09683,P41586,1
INHBC,TGFB3,P55103,P10600,1
GZMB,IGF2R,P10144,P11717,1
CCL5,CCR1,P13501,P32246,1
COL3A1,ITGA2,P02461,P17301,1
WNT9B,FZD9_LRP5,O14905,O00144_O75197,1
BAMBI,FZD7_LRP6,Q13145,O75084_O75581,1
VEGFA,SIRPA,P15692,P78324,1
NOG,GDF7,Q13253,Q7Z4P5,1
TNFSF13B,TNFRSF13C,Q9Y275,Q96RJ3,1
GAD1_SLC6A6,GABRA1_GABRB3,COMPLEX:P31641_Q99259,NA_NA,1
EREG,ERBB4,O14944,Q15303,1
FGF10,FGFR3,O15520,P22607,1
GLS2_SLC1A1,GRM6,COMPLEX:P43005_Q9UI32,O15303,1
VEGFC,FLT1,P49767,P17948,1
ZNRF3,FZD10_LRP6,Q9ULT6,Q9ULW2_O75581,1
HLA-DQA2,CD4,P01906,P01730,1
HSD3B1,CATSPER1_CATSPERB,COMPLEX:P14060,Q8NEC5_NA,1
NTF3,NTRK1,P20783,P04629,1
UBB,ADRB2,P0CG47,P07550,1
CCL25,MTNR1A,O15444,P48039,1
MDK,LRP2,P21741,P98164,1
GNAS,ADCY1,Q5JWF2,Q08828,1
COL4A4,ITGA10_ITGB1,P53420,O75578_P05556,1
CCL3L1,CCR3,P16619,P51677,1
OXT,AVPR1B,P01178,P47901,1
HSD3B1,CATSPER2_CATSPERD,COMPLEX:P14060,NA_NA,1
EREG,EGFR_ERBB2,O14944,P00533_P04626,1
IL10,SIRPG,P22301,Q9P1W8,1
LHB,GPR84,P01229,Q9NQS5,1
PENK,GHSR,P01210,Q92847,1
NPB,ADRA2A,Q8NG41,P08913,1
COL4A1,GP6,P02462,Q9HCN6,1
FGF5,FGFR4,P12034,P22455,1
NPS,ADCYAP1R1,P0C0P6,P41586,1
SOST,WNT3,Q9BQB4,P56703,1
BAMBI,FZD10_LRP5,Q13145,Q9ULW2_O75197,1
GAD2_SLC32A1,GABRA1_GABRB3_GABRG2,COMPLEX:Q05329_Q9H598,NA_NA_NA,1
LAMC1,ITGA3,P11047,P26006,1
SOST,WNT2B,Q9BQB4,Q93097,1
ROR1,FZD3,Q01973,Q9NPG1,1
LAMA4,ITGA6,Q16363,P23229,1
GUCA1B,GUCY2F,Q9UMX6,P51841,1
GLS_SLC1A7,GRIK2_GRIK5,COMPLEX:O00341_O94925,Q13002_NA,1
APLP2,PLXNA4,Q06481,Q9HCM2,1
LAMB2,RPSA,P55268,P08865,1
NOTUM,WNT2B,Q6P988,Q93097,1
GLS_SLC17A6,GRIN1_GRIN2A,COMPLEX:O94925_Q9P2U8,NA_NA,1
EGFL8,NCR3,Q99944,O14931,1
TSHB,ADRB3,P01222,P13945,1
PTPRC,MRC1,P08575,P22897,1
CSF2,CSF2RB,P04141,P32927,1
PTGS2,CAV1,P35354,Q03135,1
GZMA,PARD3,P12544,Q8TEW0,1
REN,ASIC3,P00797,Q9UHC3,1
SEMA4D,CD72,Q92854,P21854,1
GAD2_SLC6A11,GABRA1_GABRB3,COMPLEX:P48066_Q05329,NA_NA,1
COL6A3,ITGA11_ITGB1,P12111,Q9UKX5_P05556,1
INHBC,NODAL,P55103,Q96S42,1
GNAS,PTGDR,Q5JWF2,Q13258,1
CCL21,CCR7,O00585,P32248,1
CCL16,CCR1,O15467,P32246,1
FGG,ITGB2,P02679,P05107,1
VCAN,SELL,P13611,P14151,1
WNT3A,FZD2,P56704,Q14332,1
WIF1,WNT10A,Q9Y5W5,Q9GZT5,1
PKM,CD44,P14618,P16070,1
AGT,AGTR2,P01019,P50052,1
IL16,KCND2,Q14005,Q9NZV8,1
B4DXG7,EPHB1,B4DXG7,P54762,1
FST,INHBA_INHBB,P19883,P08476_P09529,1
GLS_SLC1A6,GRM8,COMPLEX:O94925_P48664,O00222,1
TNC,ITGA9_ITGB1,P24821,Q13797_P05556,1
IL1RAP,PTPRD,Q9NPH3,P23468,1
GDF1,ACVR1B,P27539,P36896,1
GLS2_SLC1A7,GRM3,COMPLEX:O00341_Q9UI32,Q14832,1
LAMB1,DAG1,P07942,Q14118,1
GNAS,ADCY9,Q5JWF2,O60503,1
APOB,LRP6,P04114,O75581,1
DKK4,WNT10A,Q9UBT3,Q9GZT5,1
SHH,CDON_PTCH1,Q15465,Q4KMG0_Q13635,1
APOA4,LRP1,P06727,Q07954,1
GLS_SLC17A8,GRIN1_GRIN2B,COMPLEX:O94925_Q8NDX2,NA_NA,1
GLS_SLC17A8,GRM8,COMPLEX:O94925_Q8NDX2,O00222,1
ALDH1A2,CRABP2_RXRA,COMPLEX:O94788,NA_P19793,1
GLS2_SLC17A8,GRIA1,COMPLEX:Q8NDX2_Q9UI32,P42261,1
OMG,RTN4R,P23515,Q9BZR6,1
ADM,ADRB3,P35318,P13945,1
RSPO1,WNT3A,Q2MKA7,P56704,1
CGA_TSHB,TSHR,COMPLEX:P01215_P01222,P16473,1
GLS2_SLC17A6,GRIN1_GRIN2A,COMPLEX:Q9P2U8_Q9UI32,NA_NA,1
WNT8A,FZD9_LRP5,Q9H1J5,O00144_O75197,1
NOTCH1,JAG2,P46531,Q9Y219,1
PYY,NPY5R,P10082,Q15761,1
CADM3,EPB41L1,Q8N126,Q9H4G0,1
ALDH1A2,CRABP2_RARB,COMPLEX:O94788,NA_NA,1
VEGFD,NRP2,O43915,O60462,1
HRAS,C3W5P5,P01112,C3W5P5,1
FST,GDF1,P19883,P27539,1
CGA,VIPR1,P01215,P32241,1
GLS_SLC1A3,GRM8,COMPLEX:O94925_P43003,O00222,1
LAMC3,ITGB4,Q9Y6N6,P16144,1
HLA-A,LILRB1,P04439,Q8NHL6,1
COL18A1,GPC1,P39060,P35052,1
SFTPA1,TLR2,Q8IWL2,O60603,1
SEMA5A,PLXNB3,Q13591,Q9ULL4,1
APOE,LRP8,P02649,Q14114,1
CHAT_SLC18A3,CHRM5,COMPLEX:P28329_Q16572,P08912,1
AVP,RAMP3,P01185,O60896,1
FGB,TLR4,P02675,O00206,1
PNMT_SLC18A2,ADRA1D,COMPLEX:P11086_Q05940,P25100,1
ICAM4,ITGB3,Q14773,P05106,1
SHH,GPC5,Q15465,P78333,1
CCL8,CCR3,P80075,P51677,1
CCL3L1,CCR1,P16619,P32246,1
SCT,ADRB3,P09683,P13945,1
CCL28,CCR1,Q9NRJ3,P32246,1
CD40LG,TRAF3,P29965,Q13114,1
CHAT,CHRNA4_CHRNB2,COMPLEX:P28329,P43681_P17787,1
INSL5,RXFP2,Q9Y5Q6,Q8WXD0,1
BAMBI,ACVR1C_ACVR2B,Q13145,Q8NER5_Q13705,1
GNRH1,GNRHR,P01148,P30968,1
COL4A5,ITGA11_ITGB1,P29400,Q9UKX5_P05556,1
NXPH1,NRXN1,P58417,P58400,1
COL4A3,ITGB3,Q01955,P05106,1
COL4A2,SDC1,P08572,P18827,1
GLS2_SLC17A7,GRM8,COMPLEX:Q9P2U7_Q9UI32,O00222,1
WIF1,WNT10B,Q9Y5W5,O00744,1
PPBP,ACKR1,P02775,Q16570,1
ANGPTL3,H3BM21,Q9Y5C1,H3BM21,1
PTGES3,PTGER2,COMPLEX:Q15185,P43116,1
LAMA5,ITGA9_ITGB1,O15230,Q13797_P05556,1
BMP6,ACVR2B_BMPR1A,P22004,Q13705_P36894,1
GAD1_SLC6A1,GABRA2_GABRB3_GABRG2,COMPLEX:P30531_Q99259,NA_NA_NA,1
INHBC,TGFB1,P55103,P01137,1
EFNB1,EPHA2,P98172,P29317,1
HLA-C,CD8A,P10321,P01732,1
CCL8,CCR8,P80075,P51685,1
MT-RNR2,MTNR1A,Q8IVG9,P48039,1
INHBB,ACVR1B,P09529,P36896,1
FRZB,WNT2B,Q92765,Q93097,1
ULBP3,HCST_KLRK1,Q9BZM4,NA_P26718,1
SCT,ADRB2,P09683,P07550,1
C5,GRM7,P01031,Q14831,1
GAD2_SLC6A11,GABRA4_GABRB3_GABRD,COMPLEX:P48066_Q05329,NA_NA_NA,1
RELN,VLDLR,P78509,P98155,1
GGT1_GGT5,CYSLTR2,COMPLEX:P19440_P36269,Q9NS75,1
WNT6,FZD9_LRP5,Q9Y6F9,O00144_O75197,1
GRM5,EFNB2,P41594,P52799,1
RSPO1,WNT8A,Q2MKA7,Q9H1J5,1
CER1,WNT8B,O95813,Q93098,1
CALCA,ADRB2,P06881,P07550,1
DAGLA,GPR55,COMPLEX:Q9Y4D2,Q9Y2T6,1
NRTN,GFRA3,Q99748,O60609,1
GLS2_SLC1A2,GRIN1_GRIN2C,COMPLEX:P43004_Q9UI32,NA_Q14957,1
HLA-B,LILRB1,P01889,Q8NHL6,1
WNT7B,FZD5_LRP5,P56706,Q13467_O75197,1
LAMA1,ITGA3_ITGB1,P25391,P26006_P05556,1
PDGFD,PDGFRA,Q9GZP0,P16234,1
CTF1,IL6ST_LIFR,Q16619,P40189_P42702,1
GLS_SLC17A6,GRM4,COMPLEX:O94925_Q9P2U8,Q14833,1
COL1A1,CD44,P02452,P16070,1
IL17F,IL17RA_IL17RC,Q96PD4,Q96F46_Q8NAC3,1
GAD1_SLC32A1,GABRA4_GABRB3_GABRD,COMPLEX:Q99259_Q9H598,NA_NA_NA,1
NLGN1,NRXN2,Q8N2Q7,P58401,1
LHB,VIPR1,P01229,P32241,1
NXPH2,NRXN1,O95156,P58400,1
ROR2,FZD4,Q01974,Q9ULV1,1
BMP3,GDF7,P12645,Q7Z4P5,1
BDNF,BEX3,P23560,Q00994,1
CD99,CD99L2,P14209,Q8TCZ2,1
GLS_SLC1A2,GRM3,COMPLEX:O94925_P43004,Q14832,1
CSF3,CSF2RA,P09919,P15509,1
COL4A2,GP6,P08572,Q9HCN6,1
GNAI2,S1PR5,P04899,Q9H228,1
NT5E_SLC29A3,ADORA2A,COMPLEX:P21589_Q9BZD2,P29274,1
CALM3,GRM7,P0DP25,Q14831,1
COL4A3,CD93,Q01955,Q9NPY3,1
DPEP3,CYSLTR2,COMPLEX:Q9H4B8,Q9NS75,1
TF,GPR162,P02787,Q16538,1
NAMPT,INSR,P43490,P06213,1
BMP6,ACVR2B_BMPR1B,P22004,Q13705_O00238,1
WNT11,FZD4,O96014,Q9ULV1,1
LTA,CACHD1,P01374,Q5VU97,1
FN1,TMPRSS6,P02751,Q8IU80,1
SFRP1,WNT6,Q8N474,Q9Y6F9,1
MMP13,LRP1,P45452,Q07954,1
ZNRF3,FZD7_LRP6,Q9ULT6,O75084_O75581,1
DKK1,WNT1,O94907,P04628,1
TNFSF18,TNFRSF18,Q9UNG2,Q9Y5U5,1
BMP8A,ACVR2B_BMPR1B,Q7Z5Y6,Q13705_O00238,1
CCL11,CCR3,P51671,P51677,1
DLL4,NOTCH1,Q9NR61,P46531,1
WNT3,FZD3_LRP6,P56703,Q9NPG1_O75581,1
VIP,TSHR,P01282,P16473,1
CALM3,TRPC5,P0DP25,Q9UL62,1
PTGR1,LTB4R,COMPLEX:Q14914,Q15722,1
IL10,IL10RA,P22301,Q13651,1
PTN,PTPRS,P21246,Q13332,1
CHAT,CHRNA3_CHRNA5_CHRNB2,COMPLEX:P28329,P32297_P30532_P17787,1
CCL21,MTNR1A,O00585,P48039,1
LAMB1,ITGA2_ITGB1,P07942,P17301_P05556,1
CCL19,CXCR3,Q99731,P49682,1
IFNA7,IFNAR1_IFNAR2,P01567,P17181_P48551,1
PTHLH,VIPR1,P12272,P32241,1
LPL,CD44,P06858,P16070,1
PORCN,WNT4,Q9H237,P56705,1
INHBE,GDF3,P58166,Q9NR23,1
JAG1,NOTCH4,P78504,Q99466,1
SPP1,ITGB3,P10451,P05106,1
